Type,Number,Page,Title,Alternate Title 1,Alternate Title 2,Alternate Title 3,Alternate Title 4,Alternate Title 5,Alternate Title 6,Alternate Title 7,Alternate Title 8,Alternate Title 9,Alternate Title 10,Alternate Title 11,Alternate Title 12,Alternate Title 13,Alternate Title 14,Alternate Title 15,Alternate Title 16,Alternate Title 17,Alternate Title 18,Alternate Title 19
Double Jig,1,17,Shandon Bells,Punch For the Ladies,,,,,,,,,,,,,,,,,,
Double Jig,2,17,The Piper's Picnic,,,,,,,,,,,,,,,,,,,
Double Jig,3,17,Hartigan's Fancy,Little Fanny's Fancy,,,,,,,,,,,,,,,,,,
Double Jig,4,17,The Yellow Flail,,,,,,,,,,,,,,,,,,,
Double Jig,5,17,Kitty's Rambles,Dan the Cobbler,Ladies' Triumph,The Rambles of Kitty,,,,,,,,,,,,,,,,
Double Jig,6,18,Doctor O'Neill,,,,,,,,,,,,,,,,,,,
Double Jig,7,18,Denis Delaney,Dennis Delaney,In Sweet Tipperary,Sheelah O'Shannon,,,,,,,,,,,,,,,,
Double Jig,8,18,The Walls of Liscarroll,The Lads on the Mountain,,,,,,,,,,,,,,,,,,
Double Jig,9,18,The Pipe on the Hob,,,,,,,,,,,,,,,,,,,
Double Jig,10,18,Guiry's Favorite,Guiry's Favourite,,,,,,,,,,,,,,,,,,
Double Jig,11,18,Malowney's Wife,,,,,,,,,,,,,,,,,,,
Double Jig,12,19,The Gold Ring,,,,,,,,,,,,,,,,,,,
Double Jig,13,19,The Humors of Bantry,Humours of Bantry,Billy Patterson,The Boys of Bockhill,Fire in the Mountains,,,,,,,,,,,,,,,
Double Jig,14,19,Off to the Hunt,,,,,,,,,,,,,,,,,,,
Double Jig,15,19,The Highway to Dublin,,,,,,,,,,,,,,,,,,,
Double Jig,16,19,When Sick is it Tea You Want?,,,,,,,,,,,,,,,,,,,
Double Jig,17,19,The Eavesdropper,,,,,,,,,,,,,,,,,,,
Double Jig,18,20,Saddle the Pony,,,,,,,,,,,,,,,,,,,
Double Jig,19,20,Humors of Glendart,Humours of Glendart,East at Glendart,Shins Around the Fireside,Tim the Piper,,,,,,,,,,,,,,,
Double Jig,20,20,Have a Drink With Me,,,,,,,,,,,,,,,,,,,
Double Jig,21,20,The Hag With the Money,Cailleach an Airgid,,,,,,,,,,,,,,,,,,
Double Jig,22,20,I Know What You Like,,,,,,,,,,,,,,,,,,,
Double Jig,23,20,The Nightcap,,,,,,,,,,,,,,,,,,,
Double Jig,24,20,The Maid at the Well,The Castle Street Jig,,,,,,,,,,,,,,,,,,
Double Jig,25,21,Sergeant Early's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,26,21,Castle Donovan,,,,,,,,,,,,,,,,,,,
Double Jig,27,21,Jackson's Frieze Coat,,,,,,,,,,,,,,,,,,,
Double Jig,28,21,Contentment is Wealth,,,,,,,,,,,,,,,,,,,
Double Jig,29,21,Cherish the Ladies,,,,,,,,,,,,,,,,,,,
Double Jig,30,22,Welcome to Cork,,,,,,,,,,,,,,,,,,,
Double Jig,31,22,The Widow Brady,,,,,,,,,,,,,,,,,,,
Double Jig,32,22,The Basket of Turf,Bundle and Go,The Unfortunate Rake,"The Wee, Wee Man",,,,,,,,,,,,,,,,
Double Jig,33,22,Do You Want Any More?,,,,,,,,,,,,,,,,,,,
Double Jig,34,22,Galway Tom,Bouchaleen Buie,Come in the Evening,The Welcome,,,,,,,,,,,,,,,,
Double Jig,35,22,Money in Both Pockets,,,,,,,,,,,,,,,,,,,
Double Jig,36,23,Father Dollard's Favorite,Father Dollard's Favourite,,,,,,,,,,,,,,,,,,
Double Jig,37,23,Tell Her I Am,,,,,,,,,,,,,,,,,,,
Double Jig,38,23,The Mountain Boy,,,,,,,,,,,,,,,,,,,
Double Jig,39,23,A Visit to Ireland,,,,,,,,,,,,,,,,,,,
Double Jig,40,23,Jerry's Beaver Hat,,,,,,,,,,,,,,,,,,,
Double Jig,41,23,The Templehouse Jig,,,,,,,,,,,,,,,,,,,
Double Jig,42,23,Move Up to Me,,,,,,,,,,,,,,,,,,,
Double Jig,43,24,Paddy Whack,The Harp That in Darkness,When History's Muse,Whoop! Do Me No Harm,,,,,,,,,,,,,,,,
Double Jig,44,24,Nell Flaherty's Drake,My Name it is Nell,The Widow's Curse,,,,,,,,,,,,,,,,,
Double Jig,45,24,Out With the Boys,Irish Whiskey,,,,,,,,,,,,,,,,,,
Double Jig,46,24,Katie's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,47,24,Paddy from Portlaw,,,,,,,,,,,,,,,,,,,
Double Jig,48,24,The Miller of Glanmire,,,,,,,,,,,,,,,,,,,
Double Jig,49,25,Hare in the Corn (Number 1),,,,,,,,,,,,,,,,,,,
Double Jig,50,25,Daniel O'Rourke,,,,,,,,,,,,,,,,,,,
Double Jig,51,25,O'Sullivan's March,Glengariff,,,,,,,,,,,,,,,,,,
Double Jig,52,25,Tobin's Favorite,Tobin's Favourite,,,,,,,,,,,,,,,,,,
Double Jig,53,25,Banish Misfortune,,,,,,,,,,,,,,,,,,,
Double Jig,54,25,The Wheels of the World,,,,,,,,,,,,,,,,,,,
Double Jig,55,26,Kitty Come Over,,,,,,,,,,,,,,,,,,,
Double Jig,56,26,The Humors of Cappa,Humours of Cappa,,,,,,,,,,,,,,,,,,
Double Jig,57,26,The Blazing Turf Fire,,,,,,,,,,,,,,,,,,,
Double Jig,58,26,All Covered With Moss,,,,,,,,,,,,,,,,,,,
Double Jig,59,26,The Priest's Leap,The Red Stockings,,,,,,,,,,,,,,,,,,
Double Jig,60,26,The Book of Rights,,,,,,,,,,,,,,,,,,,
Double Jig,61,26,The Humors of Whiskey,Humours of Whiskey,,,,,,,,,,,,,,,,,,
Double Jig,62,27,Fiddler's Heaven,,,,,,,,,,,,,,,,,,,
Double Jig,63,27,A Night at the Fair,,,,,,,,,,,,,,,,,,,
Double Jig,64,27,Darby the Driver,,,,,,,,,,,,,,,,,,,
Double Jig,65,27,John White's Mother,,,,,,,,,,,,,,,,,,,
Double Jig,66,27,The Humors of Tralibane,Humours of Tralibane,,,,,,,,,,,,,,,,,,
Double Jig,67,27,Connie the Soldier,The Cripple With the Crutches,The Humors of Abbeyfeale,The Humours of Abbeyfeale,,,,,,,,,,,,,,,,
Double Jig,68,27,Out on the Ocean,The Banks of Ahasnagh,Crossing the Bogs,,,,,,,,,,,,,,,,,
Double Jig,69,28,Philip O'Neill,,,,,,,,,,,,,,,,,,,
Double Jig,70,28,The Besom in Bloom,,,,,,,,,,,,,,,,,,,
Double Jig,71,28,Courtney's Favorite,Courtney's Favourite,,,,,,,,,,,,,,,,,,
Double Jig,72,28,The Merry Old Woman,The Walls of Enniscorthy,,,,,,,,,,,,,,,,,,
Double Jig,73,28,Con Casey's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,74,28,A Trip to the Cottage,,,,,,,,,,,,,,,,,,,
Double Jig,75,28,Old Man Dillon,The Mug of Brown Ale,One Bottle More,,,,,,,,,,,,,,,,,
Double Jig,76,29,Julia McMahon,,,,,,,,,,,,,,,,,,,
Double Jig,77,29,Drive the Cows Home,,,,,,,,,,,,,,,,,,,
Double Jig,78,29,Happy to Meet and Sorry to Part,,,,,,,,,,,,,,,,,,,
Double Jig,79,29,The Joy of My Life,Donnybrook Fair,,,,,,,,,,,,,,,,,,
Double Jig,80,29,The Grumbling Rustic,You Never Did Hear,,,,,,,,,,,,,,,,,,
Double Jig,81,29,The Humors of Ballycastle,The Humours of Ballycastle,,,,,,,,,,,,,,,,,,
Double Jig,82,29,Doherty's Fancy,The Pet of the Pipers,,,,,,,,,,,,,,,,,,
Double Jig,83,30,The Girls of Banbridge,,,,,,,,,,,,,,,,,,,
Double Jig,84,30,Wellington's Advance,,,,,,,,,,,,,,,,,,,
Double Jig,85,30,The Old Man's Delight, ,,,,,,,,,,,,,,,,,,
Double Jig,86,30,Blackeyed Biddy,,,,,,,,,,,,,,,,,,,
Double Jig,87,30,The Jolly Corkonian,The Hills of Glenorchy,,,,,,,,,,,,,,,,,,
Double Jig,88,30,Willy Walsh's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,89,30,The Boys of the Town,,,,,,,,,,,,,,,,,,,
Double Jig,90,31,Petticoat Loose,,,,,,,,,,,,,,,,,,,
Double Jig,91,31,The Tailor's Thimble,,,,,,,,,,,,,,,,,,,
Double Jig,92,31,The Humors of Ballingarry,Humours of Ballingarry,,,,,,,,,,,,,,,,,,
Double Jig,93,31,Palm Sunday,,,,,,,,,,,,,,,,,,,
Double Jig,94,31,The Road to Lurgan,,,,,,,,,,,,,,,,,,,
Double Jig,95,31,The Sheep on the Mountains,,,,,,,,,,,,,,,,,,,
Double Jig,96,31,Our Own Little Isle,The Corovoth Jig,Oh! Irishmen Never Forget,,,,,,,,,,,,,,,,,
Double Jig,97,32,The Straw Seat,,,,,,,,,,,,,,,,,,,
Double Jig,98,32,The Flaxdresser,,,,,,,,,,,,,,,,,,,
Double Jig,99,32,The Races at Carrick,,,,,,,,,,,,,,,,,,,
Double Jig,100,32,Condon's Frolics,,,,,,,,,,,,,,,,,,,
Double Jig,101,32,The Idle Road,,,,,,,,,,,,,,,,,,,
Double Jig,102,32,Billy Barlow,The Day After the Fair,,,,,,,,,,,,,,,,,,
Double Jig,103,32,A Merry Christmas,,,,,,,,,,,,,,,,,,,
Double Jig,104,33,Will You Come Home With Me?,,,,,,,,,,,,,,,,,,,
Double Jig,105,33,The Gobby O,The Bay of Bantry,Jefferson and Liberty,,,,,,,,,,,,,,,,,
Double Jig,106,33,The Humors of Mullinafauna,Humours of Mullinafauna,,,,,,,,,,,,,,,,,,
Double Jig,107,33,Father O'Carroll,,,,,,,,,,,,,,,,,,,
Double Jig,108,33,The Rakes of Kildare,,,,,,,,,,,,,,,,,,,
Double Jig,109,33,The Tailor's Wedding,Skiver the Quilt,,,,,,,,,,,,,,,,,,
Double Jig,110,33,My Former Wife,,,,,,,,,,,,,,,,,,,
Double Jig,111,34,The Sporting Bachelor,,,,,,,,,,,,,,,,,,,
Double Jig,112,34,The First Night in America,,,,,,,,,,,,,,,,,,,
Double Jig,113,34,The Best in the Bag,,,,,,,,,,,,,,,,,,,
Double Jig,114,34,The Maid of the Green,The Night of Fun,,,,,,,,,,,,,,,,,,
Double Jig,115,34,Stagger the Buck,Priest Avourneen,,,,,,,,,,,,,,,,,,
Double Jig,116,34,Rory O'Moore,Good Omens,I'll Follow You My Dear,,,,,,,,,,,,,,,,,
Double Jig,117,34,The Highlander,,,,,,,,,,,,,,,,,,,
Double Jig,118,35,Lannigan's Ball,At the Side of the Road,When I Was a Young Man,,,,,,,,,,,,,,,,,
Double Jig,119,35,Hide and Go Seek,,,,,,,,,,,,,,,,,,,
Double Jig,120,35,Fasten the Leg in Her,Fasten the Wig on Her,Johnny is So Long at the Fair,,,,,,,,,,,,,,,,,
Double Jig,121,35,The Cliffs of Moher,,,,,,,,,,,,,,,,,,,
Double Jig,122,35,Charlie the Prayermaster,,,,,,,,,,,,,,,,,,,
Double Jig,123,35,Young Francis Mooney,,,,,,,,,,,,,,,,,,,
Double Jig,124,35,Grandfather's Pet,,,,,,,,,,,,,,,,,,,
Double Jig,125,36,Wasn't She Fond of Me?,,,,,,,,,,,,,,,,,,,
Double Jig,126,36,Wise Nora,Hushed Be Sorrow's Sigh,Lesbia Hath a Beaming Eye,Nora Chreena,Norah's Jig,,,,,,,,,,,,,,,
Double Jig,127,36,The Butcher's March,,,,,,,,,,,,,,,,,,,
Double Jig,128,36,Larry O'Gaff,,,,,,,,,,,,,,,,,,,
Double Jig,129,36,The Cat in the Corner,,,,,,,,,,,,,,,,,,,
Double Jig,130,36,Ballyhooley,'Hooly and Fairly,,,,,,,,,,,,,,,,,,
Double Jig,131,37,The Bowlegged Tailor,The Bow-legged Tailor,,,,,,,,,,,,,,,,,,
Double Jig,132,37,Larry Grogan,The County Limerick Buckhunt,,,,,,,,,,,,,,,,,,
Double Jig,133,37,The Killashandra Lasses,"By Your Leave, Larry Grogan",,,,,,,,,,,,,,,,,,
Double Jig,134,37,Young Tim Murphy,,,,,,,,,,,,,,,,,,,
Double Jig,135,37,Boiled Goat's Milk,,,,,,,,,,,,,,,,,,,
Double Jig,136,37,Father Jack Walsh,Kitty of Ballinamore,Tatter Jack Walsh,To Cashel I'm Going,,,,,,,,,,,,,,,,
Double Jig,137,37,The Victor's Return,,,,,,,,,,,,,,,,,,,
Double Jig,138,38,Snug in the Blanket,Collough a Thusa,The Hag in the Blanket,,,,,,,,,,,,,,,,,
Double Jig,139,38,"How Are You, Kitty?",O'Shannahan's Rambles,,,,,,,,,,,,,,,,,,
Double Jig,140,38,Silken Wallet,"Cheer Up, Old Hag",The Wallet of Silk,,,,,,,,,,,,,,,,,
Double Jig,141,38,Behind the Haystack,Munster Buttermilk,,,,,,,,,,,,,,,,,,
Double Jig,142,38,The Jolly Old Man,The Brisk Irish Lad,The Brisk Young Lad,Bung Your Eye,There Came a Young Man,,,,,,,,,,,,,,,
Double Jig,143,38,Handy With the Stick,,,,,,,,,,,,,,,,,,,
Double Jig,144,39,The House in the Glen,The Little House in the Glen,,,,,,,,,,,,,,,,,,
Double Jig,145,39,Jackson's Bottle of Brandy,Bobbing for Eels,Fishing for Eels,Jackson's Jug of Punch,,,,,,,,,,,,,,,,
Double Jig,146,39,Jackson's Morning Brush,The Fairy Haunts,My Mountain Home,,,,,,,,,,,,,,,,,
Double Jig,147,39,Jackson's Cravat,,,,,,,,,,,,,,,,,,,
Double Jig,148,39,The Kinnegad Slashers,The Land of Sweet Erin,"O, an Irishman's Heart","O, Merry Am I","Paddy Digging For ""Goold""",Paddy Digging For Gold,The Powers of Whiskey,The Twin Sisters,,,,,,,,,,,,
Double Jig,149,39,The Rakes of Clonmel,The Boys of the Lough,Take a Kiss or Let It Alone,,,,,,,,,,,,,,,,,
Double Jig,150,40,Nancy Hynes,,,,,,,,,,,,,,,,,,,
Double Jig,151,40,The Pretty Brown Girl,Colleen Dhas Dhonn,,,,,,,,,,,,,,,,,,
Double Jig,152,40,Jackson's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,153,40,Young Tom Ennis,,,,,,,,,,,,,,,,,,,
Double Jig,154,40,The Antrim Lasses,,,,,,,,,,,,,,,,,,,
Double Jig,155,40,Jackson's Rambles,,,,,,,,,,,,,,,,,,,
Double Jig,156,40,A Draught of Ale,,,,,,,,,,,,,,,,,,,
Double Jig,157,41,The Redhaired Hag,,,,,,,,,,,,,,,,,,,
Double Jig,158,41,The Fairhaired Boy,Bouchaleen Bawn,,,,,,,,,,,,,,,,,,
Double Jig,159,41,My Darling Asleep,,,,,,,,,,,,,,,,,,,
Double Jig,160,41,The Kneebuckle Jig,,,,,,,,,,,,,,,,,,,
Double Jig,161,41,The Sod of Turf,The Croosting Cap,,,,,,,,,,,,,,,,,,
Double Jig,162,41,The Tenpenny Bit,,,,,,,,,,,,,,,,,,,
Double Jig,163,41,The Fisherman's Widow,,,,,,,,,,,,,,,,,,,
Double Jig,164,42,The Ladies of Carrick,,,,,,,,,,,,,,,,,,,
Double Jig,165,42,Charlie Stewart,,,,,,,,,,,,,,,,,,,
Double Jig,166,42,Jack of All Trades,Jack-of-All-Trades,,,,,,,,,,,,,,,,,,
Double Jig,167,42,The Boys of Ballinamore,,,,,,,,,,,,,,,,,,,
Double Jig,168,42,Miss Blair's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,169,42,Easter Sunday,,,,,,,,,,,,,,,,,,,
Double Jig,170,42,Jackson's Rolling Jig,,,,,,,,,,,,,,,,,,,
Double Jig,171,43,The Runaway Bride,,,,,,,,,,,,,,,,,,,
Double Jig,172,43,Black Donald the Piper,,,,,,,,,,,,,,,,,,,
Double Jig,173,43,The Dandy Bonnet,,,,,,,,,,,,,,,,,,,
Double Jig,174,43,The Humors ofTrim,Humours of Trim,Beattie's Frolics,,,,,,,,,,,,,,,,,
Double Jig,175,43,The End of the Day,,,,,,,,,,,,,,,,,,,
Double Jig,176,43,Owen Malone,,,,,,,,,,,,,,,,,,,
Double Jig,177,43,Bessy Murphy,,,,,,,,,,,,,,,,,,,
Double Jig,178,44,Paddy O'Rafferty,Drink of this Cup,Paudeen O'Rafferty,,,,,,,,,,,,,,,,,
Double Jig,179,44,I Do Not Incline,,,,,,,,,,,,,,,,,,,
Double Jig,180,44,The Gaelic Club,,,,,,,,,,,,,,,,,,,
Double Jig,181,44,The Market Town,,,,,,,,,,,,,,,,,,,
Double Jig,182,44,The Humors of Castle Lyons,Humours of Castle Lyons,The Humors of Castlelyons,Humours of Castlelyons,,,,,,,,,,,,,,,,
Double Jig,183,44,The Dancing Master,The Dancingmaster,The Swallow's Nest,,,,,,,,,,,,,,,,,
Double Jig,184,45,Farewell to My Troubles,Goodbye to My Troubles,,,,,,,,,,,,,,,,,,
Double Jig,185,45,The Tongs by the Fire,Come to the Raffle,,,,,,,,,,,,,,,,,,
Double Jig,186,45,The Thief of Lough Erne,,,,,,,,,,,,,,,,,,,
Double Jig,187,45,Scatter the Mud,,,,,,,,,,,,,,,,,,,
Double Jig,188,45,The Priest and His Boots,Bounce Upon Bess,Come All You Good Fellows,Kissing and Drinking,Larry O'Lashem,Paddy's Trip From London,There Are Sounds of Mirth,,,,,,,,,,,,,
Double Jig,189,45,The Three Little Drummers,The Cock in the Heath,The Humors of Duagh,The Humours of Duagh,The Spirits of Whiskey,,,,,,,,,,,,,,,
Double Jig,190,45,O'Mahony's Frolics,,,,,,,,,,,,,,,,,,,
Double Jig,191,46,The Limerick Tinker,The Wearied Lad,The Yellow Ragweed,,,,,,,,,,,,,,,,,
Double Jig,192,46,The Boy From the Mountain,,,,,,,,,,,,,,,,,,,
Double Jig,193,46,The Woodcock,,,,,,,,,,,,,,,,,,,
Double Jig,194,46,Dunmanway Lasses,,,,,,,,,,,,,,,,,,,
Double Jig,195,46,The Boys From Ballinafad,The Boys of Ballinafad,,,,,,,,,,,,,,,,,,
Double Jig,196,46,Let It Be So,,,,,,,,,,,,,,,,,,,
Double Jig,197,47,The Short Grass,,,,,,,,,,,,,,,,,,,
Double Jig,198,47,Miss Monroe's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,199,47,The Spotted Cow,,,,,,,,,,,,,,,,,,,
Double Jig,200,47,Daniel of the Sun,The Bucky Highlander,Bully for You,Dhonal na Greina,From the Court to the Cottage,The Girls of the West,I Gave to My Nelly,Potatoes and Butter,She's the Girl That Can Do It,Sunny Dan,Tady You Gander,'Tis Sweet to Think,You May Talk as You Please,,,,,,,
Double Jig,201,47,Biddy's Wedding,,,,,,,,,,,,,,,,,,,
Double Jig,202,47,Paddy O'Carroll,Bad Luck to this Marching,The Exile's Lament,The Origin of Ireland,,,,,,,,,,,,,,,,
Double Jig,203,48,Haste to the Wedding,A Trip to the Gargle,Let Brainspinning Swains,Rural Felicity,,,,,,,,,,,,,,,,
Double Jig,204,48,The Little House Under the Hill,,,,,,,,,,,,,,,,,,,
Double Jig,205,48,Breeches Mary,,,,,,,,,,,,,,,,,,,
Double Jig,206,48,Jimmy O'Brien's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,207,48,I Will if I Can,The Land of the West,Up and Away,,,,,,,,,,,,,,,,,
Double Jig,208,48,Miss Wiseman's Fancy,,,,,,,,,,,,,,,,,,,
Double Jig,209,49,Green Sleeves,The Little Bogtrotter,,,,,,,,,,,,,,,,,,
Double Jig,210,49,The Miners of Wicklow,Paddy O'Flynn,,,,,,,,,,,,,,,,,,
Double Jig,211,49,My Brother Tom,,,,,,,,,,,,,,,,,,,
Double Jig,212,49,Paddy's Resource,,,,,,,,,,,,,,,,,,,
Double Jig,213,49,Before I was Married,,,,,,,,,,,,,,,,,,,
Double Jig,214,49,The Old Grey Goose,We'll All Take a Coach and Trip It Away,,,,,,,,,,,,,,,,,,
Double Jig,215,50,Hinchey's Delight,,,,,,,,,,,,,,,,,,,
Double Jig,216,50,Come Now or Stay,,,,,,,,,,,,,,,,,,,
Double Jig,217,50,Buttermilk Mary,,,,,,,,,,,,,,,,,,,
Double Jig,218,50,The Connachtman's Rambles,Gathering Dillisk,,,,,,,,,,,,,,,,,,
Double Jig,219,50,Father Fielding's Favorite,Father Fielding's Favourite,Ella Rosenberg,I'll Tell My Mammy,,,,,,,,,,,,,,,,
Double Jig,220,50,Father Tom's Wager,Close to the Floor,,,,,,,,,,,,,,,,,,
Double Jig,221,50,Brian O'Lynn,The Planting Stick,,,,,,,,,,,,,,,,,,
Double Jig,222,51,O'Gallagher's Frolics,Gollaher's Frolics,,,,,,,,,,,,,,,,,,
Double Jig,223,51,The Rambler from Clare,,,,,,,,,,,,,,,,,,,
Double Jig,224,51,Biddy Maloney,,,,,,,,,,,,,,,,,,,
Double Jig,225,51,The New Married Couple,The Newmarried Couple,The Joys of Wedlock,,,,,,,,,,,,,,,,,
Double Jig,226,51,Tim Hogan's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,227,52,Dick Sullivan's Favorite,Dick Sullivan's Favourite,,,,,,,,,,,,,,,,,,
Double Jig,228,52,Come to Dinner,,,,,,,,,,,,,,,,,,,
Double Jig,229,52,The Jolly Joker,,,,,,,,,,,,,,,,,,,
Double Jig,230,52,Mixing the Punch,,,,,,,,,,,,,,,,,,,
Double Jig,231,52,Finerty's Frolic,Bliven's Favorite,Bliven's Favourite,,,,,,,,,,,,,,,,,
Double Jig,232,52,Old as the Hills,,,,,,,,,,,,,,,,,,,
Double Jig,233,52,Long John's Wedding,,,,,,,,,,,,,,,,,,,
Double Jig,234,53,Kit O'Mahony's Jig,,,,,,,,,,,,,,,,,,,
Double Jig,235,53,The Humors of Drinagh,Humours of Drinagh,,,,,,,,,,,,,,,,,,
